index,topics
PLAIN-2045,"['chicken', 'Chick-fil-A', ""Chili's"", 'fast food', 'carcinogens', 'barbecuing', 'Burger King', 'cancer', 'frying', 'grilling', 'salads', ""TGI Friday's"", 'white meat', 'restaurants', 'poultry']"
PLAIN-2046,"['industrial toxins', 'India', 'herbs', 'heavy metals', 'infants', 'lead', 'snake oil', 'nutrition myths', 'mercury', 'greta', 'constipation', 'blood-letting', 'azarcon', 'Ayurvedic medicine', 'arsenic']"
PLAIN-2047,"['National Dairy Board', 'McDonald’s', ""M&M's"", 'Kraft', 'National Dairy Council', 'National Dairy Promotion Board', 'USDA', 'Snack Food Association', 'industry influence', ""Hershey's"", 'Coca-Cola', ""Campbell's Soup"", 'beer', 'American Meat Institute', 'Crisco']"
PLAIN-2048,"['USDA', 'parasites', 'farm animals', 'beef', 'dogs', 'animal studies']"
PLAIN-2049,"['fish', 'meat', 'alcohol', 'tuna', 'poultry', 'food poisoning', 'foodborne illness', 'seafood', 'heart disease', 'heart health', 'sexual health', 'cardiovascular health', 'sexual dysfunction', 'neurotoxins', ""men's health""]"
PLAIN-2050,"['meat', 'fruit', 'fish', 'Mediterranean diet', 'nuts', 'vegetables', 'dementia', 'dairy', 'beans', 'animal fat', 'Alzheimer’s disease', 'brain disease', 'brain health', 'cognition', 'China']"
PLAIN-2051,"['plant-based diets', 'meat', 'fruit', 'cardiovascular disease', 'fat', 'mortality', 'dairy', 'cholesterol', 'heart disease', 'cancer', 'chronic diseases', 'diabetes', 'sugar', 'alcohol', 'vegetables']"
PLAIN-2052,"['fermented foods', 'fish', 'kimchi', 'meat', 'cheese', 'miso', 'cadaverine', 'cans', 'carcinogens', 'biogenic amines', 'putrescine', 'tempeh', 'tuna', 'vaginal health', 'wine']"
PLAIN-2053,"['eggs', 'meat', 'animal products', 'dairy', 'smoking', 'plant-based diets', 'animal fat', 'LDL cholesterol', 'saturated fat', 'heart disease', 'heart health', 'fat', 'cholesterol', 'poultry', 'pork']"
PLAIN-2054,"['vegetables', 'heart health', 'heart disease', 'cardiovascular disease', 'cancer', 'aromatase', 'weight loss', 'bell peppers', 'red meat', 'blood clots', 'raw food', 'urinary tract infections', 'side effects', 'sexual health', 'turkey']"
PLAIN-2055,"['psychosis', 'mental health', 'b12', 'brain health', 'vitamin B12', 'plant-based diets', 'vegetarians', 'vegans', 'mortality', 'spinal cord health', 'food poisoning', 'foodborne illness', 'brain disease', 'parasites', 'brain parasites']"
PLAIN-2056,"['meat', 'USDA', 'children', 'junk food', 'mortality', 'saturated fat', 'pork', 'lifespan', 'farmers', 'eggs', 'Finland', 'heart disease', 'ammonia', 'heart health', 'longevity']"
PLAIN-2057,"['lower back pain', 'lactic acid', 'heart health', 'nerve health', 'pain', 'standard American diet', 'heart disease', 'erectile dysfunction', 'cardiovascular disease', 'back pain', 'angiography', 'cardiovascular health', 'children', 'chronic diseases', 'cholesterol']"
PLAIN-2058,"['rhabdomyolysis', 'salmon', 'putrescine', 'puffer fish', 'natural toxins', 'seafood', 'tetrodotoxin', 'spoilage', 'spermine', 'semen', 'muscle health', 'muscle disease', 'dogs', 'cooking temperature', 'cadavers']"
PLAIN-2059,"['vitamin C', 'longevity', 'mortality', 'lifespan', 'processed foods', 'dietary guidelines', 'thiamine', 'Tomato Effect', 'tomatoes', 'sudden cardiac death', 'vitamin B1', 'rice bran', 'optimal diet', 'bowel movements', 'rice']"
PLAIN-2060,"['iodine', 'thyroid disease', 'thyroid health', 'hijiki', 'kelp', 'sushi', 'plant-based diets', 'dulse', 'salt', 'arsenic', 'animal fat', 'organ meats', 'processed meat', 'safety limits', 'sausage']"
PLAIN-2061,"['fish', 'meat', 'animal products', 'fruit', 'grains', 'plant-based diets', 'vegans', 'vegetarians', 'chicken', 'mortality', 'neurotoxins', 'pain', 'brain health', 'vegetables', 'poultry']"
PLAIN-2062,"['pork brains', 'porcine endogenous retroviruses', 'poultry', 'poultry viruses', 'poultry workers', 'polyradiculoneuropathy', 'plant-based diets', 'mushrooms', 'mortality', 'organ meats', 'pain', 'parasites', 'protein', 'reticuloendotheliosis virus', 'vegetables']"
PLAIN-2063,"['omega-3 fatty acids', 'plant-based diets', 'inflammation', 'supplements', 'fish oil', 'flax oil', 'fake meat', 'calories', 'Tuna Council', 'tuna', 'Adventist Health Studies', 'arthritis', 'flax seeds', 'burgers', 'cholesterol']"
PLAIN-2064,"['peas', 'pasta', 'metabolic syndrome', 'potatoes', 'prediabetes', 'sugar', 'rice', 'lentils', 'lentil effect', 'chickpeas', 'bread', 'blood sugar', 'diabetes', 'fiber', 'insulin']"
PLAIN-2065,"['cancer', 'cardiovascular disease', 'heart disease', 'plant-based diets', 'nuts', 'fruit', 'vegetables', 'mortality', 'grains', 'diabetes', 'breast cancer', 'cholesterol', 'beans', ""women's health"", 'heart health']"
PLAIN-2066,"['mortality', 'weight loss', 'lifespan', 'longevity', 'plant protein', 'protein', 'veggie burgers', 'vegans', 'veggie bacon', 'vegetables', 'vegetable protein', 'veggie chicken', 'gluten', 'nutrition myths', 'wheat']"
PLAIN-2067,"['brain health', 'headaches', 'epilepsy', 'brain parasites', 'parasites', 'brain disease', 'safety limits', 'foodborne illness', 'food poisoning', 'pork', 'zoonotic disease', 'tapeworms', 'neurocysticercosis', 'supplements', 'brain surgery']"
PLAIN-2068,"['nuts', 'antioxidants', 'grains', 'greens', 'lycopene', 'seeds', 'tomatoes', 'children', 'Hallelujah diet', 'carrots', 'cooking methods', 'indoles', 'fruit', 'enzymes', 'nutrient absorption']"
PLAIN-2069,"[""men's health"", 'sexual health', 'sperm counts', 'reproductive health', 'infertility', 'meat', 'fish', 'saturated fat', 'xenoestrogens', 'fertility', 'animal fat', 'seafood', 'vegetables', 'testicular health', 'antioxidants']"
PLAIN-2070,"['meat', 'nitrate', 'nutrient absorption', 'kidney stones', 'kidney health', 'infants', 'kidney disease', 'oxalates', 'side effects', 'immune function', 'snake oil', 'supplements', 'common cold', 'anosmia', 'fruit']"
PLAIN-2071,"['mental health', 'brain health', 'mood', 'medications', 'plant-based diets', 'fruit', 'depression', 'eggs', 'animal products', 'side effects', 'tomatoes', 'kiwi fruit', 'dopamine', 'complementary medicine', 'alternative medicine']"
PLAIN-2072,"['rice bran oil', 'oxidative stress', 'shelf life', 'walnut oil', 'oils', 'macadamia oil', 'avocado oil', 'DNA damage', 'grape seed oil', 'hazelnut oil', 'almond oil']"
PLAIN-2073,"['seeds', 'plant-based diets', 'nuts', 'phytonutrients', ""women's health"", 'vegetarians', 'peanuts', 'vegans', 'squash seeds', 'breast cancer', 'pumpkin seeds', 'fruit', 'flax seeds', 'cancer', 'vegetables']"
PLAIN-2074,"['sexual health', 'mental health', 'impotence', 'erectile dysfunction', ""men's health"", 'inflammation', 'penis health', 'cardiovascular disease', 'medications', 'cardiovascular health', 'heart health', 'heart disease', 'depression', 'fat', ""women's health""]"
PLAIN-2075,"['mental health', 'depression', 'obesity', 'fish', ""men's health"", 'mood', 'sexual dysfunction', 'body fat', ""women's health"", 'testosterone', 'sperm counts', 'lifespan', 'infertility', 'calories', 'animal products']"
PLAIN-2076,"['vegetables', 'evolution', 'phytonutrients', 'skin health', 'fruit', 'sexual health', 'greens', 'cardiovascular disease', 'penis health', 'heart disease', 'tanning beds', 'physical attraction', 'heart health', 'blood pressure', 'diabetes']"
PLAIN-2077,"['sexual health', 'cancer', 'phytonutrients', 'cervix health', 'cervical cancer', 'brain health', 'antioxidants', 'fruit', 'human papilloma virus', 'vegetables', 'vaginal health', 'vulva cancer', 'wart viruses', ""women's health"", 'seafood']"
PLAIN-2078,"['snake oil', 'alternative medicine', 'health food stores', 'supplements', 'Canada', 'complementary medicine', 'liver failure', 'liver disease', 'fever', 'nausea', ""women's health"", 'side effects', 'dizziness', 'tamoxifen', 'breast health']"
PLAIN-2079,"['seafood', 'pesticides', 'persistent organic pollutants', 'PCBs', 'seal oil', 'Tuna Council', 'tuna', 'supplements', 'omega-3 fatty acids', 'nutrition myths', 'EPA', 'DHA', 'DDT', 'children', 'fish']"
PLAIN-2080,"['beef', 'chicken', 'farm animals', 'meat', 'cancer', 'animal products', 'poultry', 'fish', 'organ meats', 'animal protein', 'growth promoters', 'mortality', 'veal brains', 'hormones', 'estrogen']"
PLAIN-2081,"['oils', 'olives', 'omega-3 fatty acids', 'omnivores', 'National Academy of Sciences', 'marketing', 'meat', 'monounsaturated fats', 'nuts', 'plant-based diets', 'trans fats', 'vegans', 'vegetarians', 'spoilage', 'seeds']"
PLAIN-2082,"['mushrooms', 'oyster mushrooms', 'crimini mushrooms', 'portobello mushrooms', 'chanterelle mushrooms', 'inflammation', 'breast cancer', 'breast disease', 'heart disease', 'maitake mushrooms', 'breast health', 'heart health', 'aromatase', 'cancer', 'alcohol']"
PLAIN-2084,"['poultry', 'Salmonella', 'supermarkets', 'meat', 'infants', 'children', 'fecal contamination', 'food poisoning', 'foodborne illness', 'Campylobacter']"
PLAIN-2085,"['phytonutrients', 'plant-based diets', 'potato chips', 'potatoes', 'optimal diet', 'oils', 'nutrient density', 'nuts', 'oats', 'processed foods', 'rice', 'USDA', 'vegetables', 'wheat', 'sweeteners']"
PLAIN-2086,"['seafood', 'fish', 'poultry', 'tuna', 'chicken', 'infertility', 'fat', 'dairy', 'fertility', ""men's health"", 'reproductive health', 'safety limits', 'pork', 'obesity', 'milk']"
PLAIN-2087,"['medications', 'cancer', 'mortality', 'FDA', 'meat', 'plant-based diets', 'chemotherapy', 'medical education', 'lifespan', 'fruit', 'antioxidants', 'vegetables', 'fat', 'exercise', 'heart disease']"
PLAIN-2088,"['infants', 'milk', 'dairy', 'crib death', 'apnea', 'casomorphin', 'animal protein', 'breast milk', 'evolution', 'breastfeeding', 'mortality', 'diabetes', 'autism', 'allergies', 'psychosis']"
PLAIN-2089,"['New York City', 'liposuction', 'PBDEs', 'persistent organic pollutants', 'Spain', 'Japan', 'industrial toxins', 'China', 'California', 'Czechoslovakia', 'fibroids', 'France', 'flame-retardant chemicals', 'Belgium']"
PLAIN-2090,"['Cochrane Collaboration', 'complementary medicine', 'neti pot', 'alternative medicine', 'nasal irrigation', 'turkey', 'throat cancer', 'throat health', 'tonsil cancer', 'sinusitis', 'casein', 'lung health', 'Maimonides', 'milk', 'mucus']"
PLAIN-2091,"['sinus health', 'neti pot', 'nasal irrigation', 'Cochrane Collaboration', 'complementary medicine', 'alternative medicine']"
PLAIN-2092,"['mental health', 'longevity', 'lifespan', 'histones', 'nerve health', 'pork', 'vegetarians', 'vegans', 'glycotoxins', 'fish', 'beef', 'Australia', 'Alzheimer’s disease', 'aging', 'brain disease']"
PLAIN-2093,"['dairy', 'milk', 'adolescence', 'hormones', 'acne', 'cardiovascular disease', 'heart disease', 'skin health', 'heart health', 'children', 'brain disease', 'saturated fat', 'eggs', 'National Dairy Council', 'dementia']"
PLAIN-2094,"['cancer', 'colon cancer', 'breast cancer', 'rectal cancer', ""women's health"", 'vegetarians', 'breast disease', 'colon health', 'cardiovascular disease', 'skin health', 'heart disease', 'lung cancer', 'kidney health', 'grains', 'melanoma']"
PLAIN-2095,"['fruit', 'cancer', 'meat', 'plant-based diets', 'medications', 'chemotherapy', 'vegetables', 'vegans', 'colon health', 'rectal cancer', 'lung cancer', 'side effects', 'fish', 'colon cancer', 'vegetarians']"
PLAIN-2096,"['insomnia', 'medications', 'fruit', 'brain health', 'children', 'oxidative stress', 'plant-based diets', 'inflammation', 'pain', 'vegans', 'vegetables', 'vegetarians', 'antioxidants', 'complementary medicine', 'depression']"
PLAIN-2097,"['medications', 'heart disease', 'laxatives', 'heart health', 'varicose veins', 'vegetarians', 'hemorrhoids', 'antacids', 'allergies', 'surgery', 'diverticulosis', 'diverticulitis', 'plant-based diets', 'diabetes', 'omnivores']"
PLAIN-2098,"['cancer', 'vegetarians', 'plant-based diets', 'omnivores', 'nuts', 'breast cancer', 'vegans', 'vegetables', 'turkey', 'poultry', 'supplements', 'seafood', 'smoking', 'Sweden', 'aging']"
PLAIN-2099,"['processed meats', 'seeds', 'pork', 'plant-based diets', 'mortality', 'nuts', 'smoking', 'soda', 'vegans', 'vegetables', 'vegetarians', 'tofu', 'tobacco', 'standard American diet', 'stroke']"
PLAIN-2100,"['protein', 'processed meat', 'pork', 'pesticides', 'tobacco', 'World Health Organization', 'World Cancer Research Fund', ""women's health"", 'veggie dogs', ""National Cattlemen's Beef Association"", 'meat analogs', 'calories', 'breast health', 'breast disease', 'breast cancer']"
PLAIN-2101,"['vegetables', 'DNA damage', 'broccoli', 'cancer', 'herring', 'herbal tea', 'liquid smoke', 'hormesis', 'ham', 'fish sauce', 'exercise', 'cruciferous vegetables', 'fat', 'fish', 'liver disease']"
PLAIN-2102,"['fruit', 'exercise', 'cancer', 'mortality', 'vegetables', 'cardiovascular disease', 'alcohol', 'tobacco', 'heart disease', 'cholesterol', 'meat', 'plant-based diets', 'fiber', 'chronic diseases', 'nuts']"
PLAIN-2103,"['fruit', 'phytonutrients', 'antioxidants', 'recipes', 'cloves', 'vegetables', 'berries', 'ranking foods', 'amla', 'soy milk', 'cocoa', 'chocolate', 'blueberries', 'India', 'apples']"
PLAIN-2104,"['National Dairy Board', 'McDonald’s', ""M&M's"", 'Kraft', 'National Dairy Council', 'National Dairy Promotion Board', 'USDA', 'Sara Lee', 'industry influence', ""Hershey's"", 'Coca-Cola', ""Campbell's Soup"", 'beer', 'American Meat Institute', 'Crisco']"
PLAIN-2105,"['saturated fat', 'soybeans', 'vitamin B12', 'zinc', 'pumpkin seeds', 'protein', 'China', 'b12', 'insects', 'iron', 'octopus', 'arginine']"
PLAIN-2106,"['complementary medicine', 'alternative medicine', 'supplements', 'nutrition myths', 'children', 'health food stores', 'infants', 'side effects', 'diabetes', 'heavy metals', 'pregnancy', 'India', 'homeopathy', 'Ayurvedic medicine', 'cancer']"
PLAIN-2107,"['liver disease', 'liver health', 'lung cancer', 'lung disease', 'liver cancer', 'LDL cholesterol', 'in vitro studies', 'India', 'kidney health', 'kiwi fruit', 'lung health', 'nerve health', 'stomach health', 'stress', 'wound healing']"
PLAIN-2108,"['seeds', 'serotonin', 'pumpkin seeds', 'protein', 'poultry', 'sesame seeds', 'vegans', 'vegetarians', 'tryptophan', 'sunflower seeds', 'squash seeds', 'plant-based diets', 'plant protein', 'butternut squash', 'cheese']"
PLAIN-2109,"['meat', 'vegetables', 'beverages', 'fruit', 'plant-based diets', 'cardiovascular health', 'heart health', 'cancer', 'mortality', 'fish', 'heart disease', 'blood pressure', 'animal fat', 'vegetarians', 'dairy']"
PLAIN-2110,"['salt', 'vegetables', 'hypertension', 'cardiovascular disease', 'blood pressure', 'fruit', 'heart disease', 'fat', 'industry influence', 'mortality', 'standard American diet', 'plant-based diets', 'dairy', 'diabetes', 'heart health']"
PLAIN-2111,"['preservatives', 'soda', 'food additives', 'marketing', 'junk food', 'processed foods', 'FDA', 'vitamin C', 'tobacco', 'EPA', 'tuna', 'safety limits', 'benzene', 'hyperactivity', 'high fructose corn syrup']"
PLAIN-2112,"['salt', 'pH', 'snake oil', 'sodium', 'water', 'nutrition myths', 'LDL cholesterol', 'blood pressure', 'baking soda', 'blood sugar', 'cholesterol', 'hypertension', 'diabetes', 'alkaline water']"
PLAIN-2113,"['supplements', 'nutrition myths', 'nutrient density', 'carrots', 'multivitamins', 'broccoli']"
PLAIN-2114,"['sweeteners', 'erythritol', 'xylitol', 'colon health', 'migraine headaches', 'Nutrasweet', 'laxatives', 'colon disease', 'constipation', 'cyclamate', 'DNA damage', 'pesticides', 'saccharin', 'Sweet and Low', 'Sweet One']"
PLAIN-2115,"['children', 'respiratory infections', 'throat health', ""women's health"", 'cancer', 'common cold', 'breastfeeding', 'bone health', 'aspirin', 'aphthous ulcers', 'cardiovascular disease', 'complementary medicine', 'diarrhea', 'diabetes', 'anxiety']"
PLAIN-2116,"['raw food', 'phytonutrients', 'nutrition myths', 'cooking methods', 'broccoli', 'vegetables', 'Brussels sprouts', 'carrots', 'celery', 'cauliflower', 'bell peppers', 'asparagus', 'artichokes', 'baking', 'beets']"
PLAIN-2117,"['plant-based diets', 'obesity', 'New Zealand', 'New York City', 'standard American diet', 'stool size', 'United Kingdom', 'Tonga', 'taro', 'sweet potatoes', 'Japan', 'India', 'colon disease', 'chicken', 'cabbage']"
PLAIN-2118,"['standard American diet', 'vegetables', 'Oklahoma', 'Idaho', 'ethnicity', 'fruit', 'CDC']"
PLAIN-2119,"['vegetables', 'cancer', 'fruit', 'organic foods', 'meat', 'dairy', 'vegetarians', 'beans', 'plant-based diets', 'inflammation', 'breast cancer', 'glyphosate', 'soybeans', ""women's health"", 'industry influence']"
PLAIN-2120,"['soy', 'protein', 'cancer', 'plant protein', 'tofu', 'meat', 'breast cancer', 'soybeans', 'breast disease', 'animal protein', 'beans', 'antioxidants', ""women's health"", 'vegetable protein', 'IGF-1']"
PLAIN-2121,"['carcinogens', 'tempeh', 'cancer', 'safety limits', 'California', 'beer', 'cans', 'cheese', 'fermented foods', 'cadaverine', 'biogenic amines', 'tamoxifen', 'wine', 'tofu', ""women's health""]"
PLAIN-2122,"['soy', 'beans', 'vegetables', 'protein', 'legumes', 'mortality', 'cancer', 'Monsanto', 'plant protein', 'lentils', 'pesticides', 'organic foods', 'Roundup', 'GMO', 'chickpeas']"
PLAIN-2123,"['fibroids', 'flame-retardant chemicals', 'Czechoslovakia', 'China', 'Belgium', 'California', 'France', 'industrial toxins', 'persistent organic pollutants', 'Singapore', 'PBDEs', 'New York City', 'Japan', 'liposuction', 'watermelon']"
PLAIN-2124,"['peppermint', 'herbal tea', 'mint', 'aromatherapy', 'mood', 'PCOS', 'lung health', 'herbal remedies', 'fatigue', 'peppermint oil', ""women's health"", 'testosterone', 'smoking', 'exercise', 'sexual health']"
PLAIN-2125,"['brain health', 'memory', 'fish', 'hair health', ""women's health"", 'vision', 'hair loss', 'prostate health', 'mercury', 'seafood', 'tuna', 'psychosis', 'neurotoxins', 'nerve health', 'neuropathy']"
